Local time,Open,High,Low,Close,Volume
16.02.2010 02:00:00.000 GMT-0000,90.015,90.030,89.710,89.810,25489.7996
16.02.2010 06:00:00.000 GMT-0000,89.810,90.020,89.755,89.970,65905.99900000001
16.02.2010 10:00:00.000 GMT-0000,89.965,90.040,89.825,89.995,67277.1992
16.02.2010 14:00:00.000 GMT-0000,89.990,90.510,89.990,90.230,109961.5333
16.02.2010 18:00:00.000 GMT-0000,90.230,90.230,90.030,90.130,53774.270000000004
16.02.2010 22:00:00.000 GMT-0000,90.125,90.310,90.120,90.255,42724.998999999996
17.02.2010 02:00:00.000 GMT-0000,90.255,90.370,90.250,90.295,35636.5
17.02.2010 06:00:00.000 GMT-0000,90.300,90.640,90.145,90.615,104621
17.02.2010 10:00:00.000 GMT-0000,90.615,91.025,90.510,90.930,87297
17.02.2010 14:00:00.000 GMT-0000,90.930,91.155,90.680,90.800,108611.7988
17.02.2010 18:00:00.000 GMT-0000,90.800,91.375,90.795,91.240,66302.31049999999
17.02.2010 22:00:00.000 GMT-0000,91.235,91.270,91.010,91.015,50904.80129999999
18.02.2010 02:00:00.000 GMT-0000,91.015,91.080,90.860,90.910,52749.000499999995
18.02.2010 06:00:00.000 GMT-0000,90.910,91.055,90.730,90.795,87852.3994
18.02.2010 10:00:00.000 GMT-0000,90.795,90.960,90.570,90.680,80728.6982
18.02.2010 14:00:00.000 GMT-0000,90.680,91.485,90.620,91.280,116656.541
18.02.2010 18:00:00.000 GMT-0000,91.280,91.815,91.190,91.795,59233.8198
18.02.2010 22:00:00.000 GMT-0000,91.790,92.085,91.725,91.895,36659.7002
19.02.2010 02:00:00.000 GMT-0000,91.900,91.950,91.675,91.840,55895.579099999995
19.02.2010 06:00:00.000 GMT-0000,91.840,92.050,91.690,91.790,94663.6992
19.02.2010 10:00:00.000 GMT-0000,91.790,91.980,91.615,91.810,80482.2988
19.02.2010 14:00:00.000 GMT-0000,91.810,92.145,91.715,91.875,104414.9492
19.02.2010 18:00:00.000 GMT-0000,91.875,91.895,91.470,91.500,51680.40089999999
21.02.2010 22:00:00.000 GMT-0000,91.430,91.900,91.425,91.660,44651.8205
22.02.2010 02:00:00.000 GMT-0000,91.660,91.710,91.585,91.690,41872.900400000006
22.02.2010 06:00:00.000 GMT-0000,91.690,91.720,91.430,91.440,89268.1992
22.02.2010 10:00:00.000 GMT-0000,91.445,91.510,91.165,91.300,89345
22.02.2010 14:00:00.000 GMT-0000,91.300,91.475,91.020,91.180,84368.20019999999
22.02.2010 18:00:00.000 GMT-0000,91.170,91.265,91.080,91.135,34471.3193
22.02.2010 22:00:00.000 GMT-0000,91.135,91.290,91.080,91.105,28004.2105
23.02.2010 02:00:00.000 GMT-0000,91.100,91.120,90.934,91.075,26911.0103
23.02.2010 06:00:00.000 GMT-0000,91.070,91.130,90.850,90.950,77603.6201
23.02.2010 10:00:00.000 GMT-0000,90.950,91.105,90.565,90.700,100963.83009999999
23.02.2010 14:00:00.000 GMT-0000,90.700,90.830,90.025,90.270,105145.7012
23.02.2010 18:00:00.000 GMT-0000,90.270,90.270,89.920,90.210,55808.1982
23.02.2010 22:00:00.000 GMT-0000,90.205,90.305,90.095,90.220,26361.1001
24.02.2010 02:00:00.000 GMT-0000,90.220,90.260,90.150,90.255,24269.7998
24.02.2010 06:00:00.000 GMT-0000,90.250,90.360,89.970,90.125,89026.0293
24.02.2010 10:00:00.000 GMT-0000,90.130,90.250,89.945,90.225,89361.1484
24.02.2010 14:00:00.000 GMT-0000,90.220,90.260,89.760,90.130,71322.3984
24.02.2010 18:00:00.000 GMT-0000,90.130,90.270,90.090,90.130,40304.2998
24.02.2010 22:00:00.000 GMT-0000,90.130,90.315,89.730,89.800,34141.2996
25.02.2010 02:00:00.000 GMT-0000,89.800,89.840,89.465,89.680,43517.2993
25.02.2010 06:00:00.000 GMT-0000,89.680,89.680,89.210,89.345,98881.5
25.02.2010 10:00:00.000 GMT-0000,89.340,89.510,89.050,89.130,77645.70019999999
25.02.2010 14:00:00.000 GMT-0000,89.130,89.135,88.800,88.925,97703.7988
25.02.2010 18:00:00.000 GMT-0000,88.935,89.190,88.905,89.065,64059.798299999995
25.02.2010 22:00:00.000 GMT-0000,89.065,89.500,89.055,89.230,46203.2998
26.02.2010 02:00:00.000 GMT-0000,89.230,89.425,89.220,89.310,40998.600099999996
26.02.2010 06:00:00.000 GMT-0000,89.310,89.400,89.180,89.245,73183.6006
26.02.2010 10:00:00.000 GMT-0000,89.245,89.330,89.020,89.185,75683.4121
26.02.2010 14:00:00.000 GMT-0000,89.195,89.255,88.740,88.850,79158.6397
26.02.2010 18:00:00.000 GMT-0000,88.850,89.010,88.795,88.935,33295.649900000004
28.02.2010 22:00:00.000 GMT-0000,88.845,89.130,88.810,89.090,42307.009399999995
01.03.2010 02:00:00.000 GMT-0000,89.085,89.200,89.039,89.100,33576.2007
01.03.2010 06:00:00.000 GMT-0000,89.100,89.365,89.095,89.260,74642.3086
01.03.2010 10:00:00.000 GMT-0000,89.260,89.365,89.130,89.245,85389.6113
01.03.2010 14:00:00.000 GMT-0000,89.250,89.475,88.980,89.180,86087.0313
01.03.2010 18:00:00.000 GMT-0000,89.180,89.210,89.005,89.125,43340.100099999996
